Feat ID,RT,DT,CCS,Gas,mz,Abundance,Charge,Polarity,Lipid Class,Compound Name,CAS ID,Formula,Mass,Ion Species,Theo mz,ppm Error,Abs ppm Error,Score,Sum Comp,Num Constit,Constit,Constit Abund
38,6.137,,,,564.3438,666321,-1,Negative,,,,,565.3511,(M-H)-,,,,,,
39,9.531,,,,832.6068,662248,-1,Negative,Phosphatidylcholine,PC 18:0_18:1,,C44H86NO8P,787.6091,(M+CHO2)-,832.6073,-0.6,0.6,96.29,PC 36:1,4,PC 18:0/18:1,62.5
40,7.979,,,,778.5597,644775,-1,Negative,Phosphatidylcholine,PC 16:0_16:0,,C40H80NO8P,733.5622,(M+CHO2)-,778.5604,-0.8,0.8,97.05,PC 32:0,2,PC 16:0/16:0,70.5
41,8.428,,,,748.5281,641314,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_22:5,,C43H76NO7P,749.5359,(M-H)-,748.5287,-0.7,0.7,98.37,EtherPE 38:6e,2,EtherPE 16:1e/22:5,75.9
42,9.629,,,,750.5438,627033,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_20:4,,C43H78NO7P,751.5516,(M-H)-,750.5443,-0.7,0.7,98.48,EtherPE 38:5e,1,EtherPE 18:1e/20:4,100.0
43,8.429,,,,830.5911,625459,-1,Negative,Phosphatidylcholine,PC 18:1_18:1,,C44H84NO8P,785.5935,(M+CHO2)-,830.5917,-0.7,0.7,89.15,PC 36:2,3,PC 18:1/18:1,58.5
44,5.639,,,,819.5175,623768,-1,Negative,Phosphatidylglycerol,PG 18:1_22:6,,C46H77O10P,820.5254,(M-H)-,819.5182,-0.8,0.8,89.85,PG 40:7,3,PG 18:1/22:6,67.6
45,9.500,,,,581.5258,618333,-1,Negative,,,,,582.5331,(M-H)-,,,,,,
46,6.059,,,,748.5129,577890,-1,Negative,Phosphatidylcholine,PC 14:0_16:1,,C38H74NO8P,703.5152,(M+CHO2)-,748.5134,-0.6,0.6,98.39,PC 30:1,3,PC 14:0/16:1,76.6
47,4.078,,,,465.3041,573989,-1,Negative,,,,,466.3113,(M-H)-,,,,,,
48,7.176,,,,774.5298,542877,-1,Negative,,,,,775.5371,(M-H)-,,,,,,
49,7.839,,,,764.5230,532240,-1,Negative,Phosphatidylethanolamine,PE 18:1_20:4,,C43H76NO8P,765.5309,(M-H)-,764.5236,-0.8,0.8,92.02,PE 38:5,1,PE 18:1/20:4,100.0
50,9.226,,,,750.5438,526646,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 16:1e_22:4,,C43H78NO7P,751.5516,(M-H)-,750.5443,-0.6,0.6,98.35,EtherPE 38:5e,1,EtherPE 16:1e/22:4,100.0
51,7.375,,,,802.5599,507538,-1,Negative,Phosphatidylcholine,PC 16:0_18:2,,C42H80NO8P,757.5622,(M+CHO2)-,802.5604,-0.6,0.6,97.13,PC 34:2,3,PC 16:0/18:2,57.5
52,6.251,,,,774.5286,505527,-1,Negative,Phosphatidylcholine,PC 16:1_16:1,,C40H76NO8P,729.5309,(M+CHO2)-,774.5291,-0.6,0.6,97.97,PC 32:2,5,PC 16:1/16:1,62.5
53,10.193,,,,626.5472,499015,-1,Negative,,,,,627.5545,(M-H)-,,,,,,
54,10.399,,,,856.6878,496349,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d18:1_24:0,,C48H93NO8,811.6901,(M+CHO2)-,856.6883,-0.6,0.6,94.24,HexCer_NS d42:1,2,HexCer_NS d18:1/24:0,55.1
55,2.966,,,,540.3302,487010,-1,Negative,Lysophophatidylcholine,LPC 16:0/0:0,,C24H50NO7P,495.3325,(M+CHO2)-,540.3307,-0.9,0.9,99.15,LPC 16:0,1,LPC 16:0,100.0
56,8.675,,,,790.5388,442220,-1,Negative,Phosphatidylethanolamine,PE 18:0_22:6,,C45H78NO8P,791.5465,(M-H)-,790.5392,-0.5,0.5,90.55,PE 40:6,1,PE 18:0/22:6,100.0
57,10.343,,,,690.6037,434655,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d42:3,,C42H79NO3,645.6060,(M+CHO2)-,690.6042,-0.8,0.8,94.53,Cer_NS d42:3,7,,
58,6.329,,,,809.5179,433893,-1,Negative,Phosphatidylinositol,PI 14:0_18:0,,C41H79O13P,810.5258,(M-H)-,809.5186,-0.8,0.8,97.15,PI 32:0,2,PI 14:0/18:0,55.9
59,6.670,,,,760.5129,431202,-1,Negative,Phosphatidylserine,PS 34:1,,C40H76NO10P,761.5207,(M-H)-,760.5134,-0.7,0.7,76.69,PS 34:1,3,,
60,4.998,,,,865.5021,429073,-1,Negative,Phosphatidylglycerol,PG 22:6_22:6,,C50H75O10P,866.5098,(M-H)-,865.5025,-0.4,0.4,85.54,PG 44:12,1,PG 22:6/22:6,100.0
61,10.016,,,,761.5778,409541,-1,Negative,,,,,762.5851,(M-H)-,,,,,,
62,3.687,,,,568.3615,408289,-1,Negative,Lysophophatidylcholine,LPC 18:0/0:0,,C26H54NO7P,523.3638,(M+CHO2)-,568.3620,-0.8,0.8,97.40,LPC 18:0,1,LPC 18:0,100.0
63,2.336,,,,325.1840,404718,-1,Negative,,,,,326.1913,(M-H)-,,,,,,
64,3.776,,,,480.3092,397927,-1,Negative,Lysophosphatidylethanolamine,LPE 18:0,,C23H48NO7P,481.3168,(M-H)-,480.3096,-0.7,0.7,98.31,LPE 18:0,1,LPE 18:0,100.0
65,10.148,,,,728.5594,396463,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_18:1,,C41H80NO7P,729.5672,(M-H)-,728.5600,-0.8,0.8,88.50,EtherPE 36:2e,3,EtherPE 18:1e/18:1,67.1
66,6.594,,,,909.5492,383836,-1,Negative,Phosphatidylinositol,PI 18:0_22:6,,C49H83O13P,910.5571,(M-H)-,909.5499,-0.8,0.8,93.17,PI 40:6,1,PI 18:0/22:6,100.0
67,3.785,,,,303.2327,374528,-1,Negative,,,,,304.2400,(M-H)-,,,,,,
68,9.744,,,,776.5595,368418,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_22:5,,C45H80NO7P,777.5672,(M-H)-,776.5600,-0.6,0.6,96.45,EtherPE 40:6e,3,EtherPE 18:1e/22:5,76.8
69,10.145,,,,857.6747,361349,-1,Negative,Sphingomyelin,SM d42:2,,C47H93N2O6P,812.6771,(M+CHO2)-,857.6753,-0.7,0.7,96.86,SM d42:2,40,,
70,6.948,,,,786.5286,359270,-1,Negative,Phosphatidylserine,PS 18:0_18:2,,C42H78NO10P,787.5363,(M-H)-,786.5291,-0.5,0.5,85.21,PS 36:2,3,PS 18:0/18:2,50.3
71,7.168,,,,738.5073,358687,-1,Negative,Phosphatidylethanolamine,PE 16:1_20:3,,C41H74NO8P,739.5152,(M-H)-,738.5079,-0.8,0.8,97.56,PE 36:4,3,PE 16:1/20:3,58.0
72,9.076,,,,790.5961,348854,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 34:1e,,C42H84NO7P,745.5985,(M+CHO2)-,790.5967,-0.8,0.8,91.97,EtherPC 34:1e,3,,
73,6.399,,,,773.5331,330752,-1,Negative,Phosphatidylglycerol,PG 18:1_18:1,,C42H79O10P,774.5411,(M-H)-,773.5338,-0.9,0.9,63.98,PG 36:2,1,PG 18:1/18:1,100.0
74,10.388,,,,859.6907,325955,-1,Negative,Sphingomyelin,SM d42:1,,C47H95N2O6P,814.6928,(M+CHO2)-,859.6910,-0.4,0.4,96.51,SM d42:1,33,,
75,5.864,,,,722.4973,318349,-1,Negative,Phosphatidylcholine,PC 14:0_14:0,,C36H72NO8P,677.4996,(M+CHO2)-,722.4978,-0.6,0.6,98.65,PC 28:0,2,PC 14:0/14:0,83.5
76,3.820,,,,698.2861,317477,-1,Negative,,,,,699.2934,(M-H)-,,,,,,
77,7.218,,,,911.5648,307252,-1,Negative,Phosphatidylinositol,PI 18:0_22:5,,C49H85O13P,912.5728,(M-H)-,911.5655,-0.7,0.7,93.73,PI 40:5,1,PI 18:0/22:5,100.0
78,5.533,,,,778.5139,304967,-1,Negative,Sulfatide,SHexCer d34:1,,C40H77NO11S,779.5217,(M-H)-,778.5145,-0.7,0.7,98.78,SHexCer d34:1,17,,
79,10.510,,,,666.6035,298595,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d18:1_22:0,,C40H79NO3,621.6060,(M+CHO2)-,666.6042,-1.1,1.1,95.85,Cer_NS d40:1,5,Cer_NS d18:1/22:0,40.1
80,9.348,,,,774.5437,297505,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:1e_22:6,,C45H78NO7P,775.5516,(M-H)-,774.5443,-0.8,0.8,87.49,EtherPE 40:7e,1,EtherPE 18:1e/22:6,100.0
81,7.598,,,,714.5074,294048,-1,Negative,Phosphatidylethanolamine,PE 16:1_18:1,,C39H74NO8P,715.5152,(M-H)-,714.5079,-0.7,0.7,98.72,PE 34:2,1,PE 16:1/18:1,100.0
82,5.962,,,,745.5496,291240,-1,Negative,Sphingomyelin,SM d34:2,,C39H77N2O6P,700.5519,(M+CHO2)-,745.5501,-0.8,0.8,73.30,SM d34:2,20,,
83,4.308,,,,281.2484,289278,-1,Negative,,,,,282.2557,(M-H)-,,,,,,
84,6.159,,,,859.5336,268811,-1,Negative,Phosphatidylinositol,PI 16:0_20:3,,C45H81O13P,860.5415,(M-H)-,859.5342,-0.7,0.7,96.95,PI 36:3,2,PI 16:0/20:3,57.3
85,10.494,,,,709.6093,266442,-1,Negative,,,,,710.6166,(M-H)-,,,,,,
86,7.296,,,,826.5597,265651,-1,Negative,Phosphatidylcholine,PC 16:0_20:4,,C44H80NO8P,781.5622,(M+CHO2)-,826.5604,-0.8,0.8,93.82,PC 36:4,1,PC 16:0/20:4,100.0
87,5.755,,,,719.5340,263967,-1,Negative,Sphingomyelin,SM d32:1,,C37H75N2O6P,674.5363,(M+CHO2)-,719.5345,-0.6,0.6,98.38,SM d32:1,13,,
88,7.169,,,,662.4761,263383,-1,Negative,Phosphatidylethanolamine,PE 14:0_16:0,,C35H70NO8P,663.4839,(M-H)-,662.4766,-0.7,0.7,93.55,PE 30:0,1,PE 14:0/16:0,100.0
89,9.996,,,,770.5699,263106,-1,Negative,Phosphatidylethanolamine,PE 18:1_20:1,,C43H82NO8P,771.5778,(M-H)-,770.5705,-0.8,0.8,94.59,PE 38:2,2,PE 18:1/20:1,80.4
90,6.926,,,,810.5285,261761,-1,Negative,Phosphatidylserine,PS 18:0_20:4,,C44H78NO10P,811.5363,(M-H)-,810.5291,-0.7,0.7,78.74,PS 38:4,1,PS 18:0/20:4,100.0
91,3.637,,,,327.2328,258768,-1,Negative,,,,,328.2400,(M-H)-,,,,,,
92,7.893,,,,775.5489,256104,-1,Negative,Phosphatidylglycerol,PG 18:0_18:1,,C42H81O10P,776.5567,(M-H)-,775.5495,-0.7,0.7,72.43,PG 36:1,1,PG 18:0/18:1,100.0
93,10.244,,,,854.6720,255971,-1,Negative,Hexosylceramide non-hydroxyfatty acid-sphingosine,HexCer_NS d42:2,,C48H91NO8,809.6745,(M+CHO2)-,854.6727,-0.8,0.8,67.36,HexCer_NS d42:2,33,,
94,10.602,,,,828.6482,254187,-1,Negative,Phosphatidylethanolamine,PE 24:0_18:1,,C47H92NO8P,829.6561,(M-H)-,828.6488,-0.7,0.7,92.01,PE 42:1,3,PE 24:0/18:1,64.0
95,6.794,,,,747.5176,253974,-1,Negative,Phosphatidylglycerol,PG 16:0_18:1,,C40H77O10P,748.5254,(M-H)-,747.5182,-0.7,0.7,68.58,PG 34:1,2,PG 16:0/18:1,72.2
96,9.403,,,,768.5542,249856,-1,Negative,Phosphatidylethanolamine,PE 18:0_20:3,,C43H80NO8P,769.5622,(M-H)-,768.5549,-0.8,0.8,92.94,PE 38:3,1,PE 18:0/20:3,100.0
97,7.152,,,,836.5441,243281,-1,Negative,Phosphatidylserine,PS 18:0_22:5,,C46H80NO10P,837.5520,(M-H)-,836.5447,-0.8,0.8,89.39,PS 40:5,4,PS 18:0/22:5,44.9
98,2.692,,,,339.1997,240820,-1,Negative,,,,,340.2070,(M-H)-,,,,,,
99,1.578,,,,431.1837,236153,-1,Negative,,,,,432.1909,(M-H)-,,,,,,
100,5.709,,,,881.5181,232028,-1,Negative,Phosphatidylinositol,PI 16:0_22:6,,C47H79O13P,882.5258,(M-H)-,881.5186,-0.5,0.5,96.71,PI 38:6,1,PI 16:0/22:6,100.0
101,10.406,,,,654.5785,231554,-1,Negative,,,,,655.5857,(M-H)-,,,,,,
102,7.154,,,,786.5284,229284,-1,Negative,Phosphatidylserine,PS 18:0_18:2,,C42H78NO10P,787.5363,(M-H)-,786.5291,-0.8,0.8,84.25,PS 36:2,4,PS 18:0/18:2,47.2
103,10.339,,,,872.6829,228912,-1,Negative,,,,,873.6902,(M-H)-,,,,,,
104,7.637,,,,738.5074,223169,-1,Negative,Phosphatidylethanolamine,PE 16:0_20:4,,C41H74NO8P,739.5152,(M-H)-,738.5079,-0.8,0.8,94.23,PE 36:4,1,PE 16:0/20:4,100.0
105,10.193,,,,599.5283,221097,-1,Negative,,,,,600.5355,(M-H)-,,,,,,
106,9.703,,,,858.6225,220679,-1,Negative,Phosphatidylcholine,PC 18:1_20:1,,C46H88NO8P,813.6248,(M+CHO2)-,858.6230,-0.5,0.5,95.99,PC 38:2,3,PC 18:1/20:1,61.4
107,8.778,,,,599.5000,217012,-1,Negative,,,,,600.5072,(M-H)-,,,,,,
108,9.035,,,,792.5544,216430,-1,Negative,Phosphatidylethanolamine,PE 18:0_22:5,,C45H80NO8P,793.5622,(M-H)-,792.5549,-0.6,0.6,84.06,PE 40:5,3,PE 18:0/22:5,56.3
109,3.408,,,,436.2830,215115,-1,Negative,,,,,437.2903,(M-H)-,,,,,,
110,9.005,,,,742.5386,215110,-1,Negative,Phosphatidylethanolamine,PE 18:0_18:2,,C41H78NO8P,743.5465,(M-H)-,742.5392,-0.9,0.9,94.96,PE 36:2,2,PE 18:0/18:2,66.0
111,10.341,,,,707.5939,214872,-1,Negative,,,,,708.6011,(M-H)-,,,,,,
112,7.462,,,,852.5755,214547,-1,Negative,Phosphatidylcholine,PC 38:5,,C46H82NO8P,807.5778,(M+CHO2)-,852.5760,-0.6,0.6,94.38,PC 38:5,2,,
113,10.092,,,,844.6069,214425,-1,Negative,Phosphatidylserine,PS 22:0_18:1,,C46H88NO10P,845.6146,(M-H)-,844.6073,-0.5,0.5,80.36,PS 40:1,3,PS 22:0/18:1,42.8
114,4.957,,,,791.4864,214395,-1,Negative,Phosphatidylglycerol,PG 16:1_22:6,,C44H73O10P,792.4941,(M-H)-,791.4869,-0.5,0.5,90.30,PG 38:7,4,PG 16:1/22:6,61.3
115,10.485,,,,683.5939,209738,-1,Negative,,,,,684.6012,(M-H)-,,,,,,
116,8.201,,,,772.5280,208830,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:2e_22:6,,C45H76NO7P,773.5359,(M-H)-,772.5287,-0.8,0.8,97.57,EtherPE 40:8e,1,EtherPE 18:2e/22:6,100.0
117,8.119,,,,764.5231,207119,-1,Negative,Phosphatidylethanolamine,PE 18:0_20:5,,C43H76NO8P,765.5309,(M-H)-,764.5236,-0.6,0.6,93.54,PE 38:5,3,PE 18:0/20:5,70.6
118,10.493,,,,682.5905,206171,-1,Negative,,,,,683.5977,(M-H)-,,,,,,
119,7.912,,,,740.5230,199224,-1,Negative,Phosphatidylethanolamine,PE 18:1_18:2,,C41H76NO8P,741.5309,(M-H)-,740.5236,-0.7,0.7,94.94,PE 36:3,1,PE 18:1/18:2,100.0
120,5.597,,,,745.5020,197678,-1,Negative,Phosphatidylglycerol,PG 16:1_18:1,,C40H75O10P,746.5098,(M-H)-,745.5025,-0.7,0.7,93.02,PG 34:2,2,PG 16:1/18:1,84.1
121,5.297,,,,580.3388,197308,-1,Negative,,,,,581.3461,(M-H)-,,,,,,
122,1.568,,,,265.1478,196582,-1,Negative,,,,,266.1550,(M-H)-,,,,,,
123,9.850,,,,794.5700,195404,-1,Negative,Phosphatidylethanolamine,PE 18:0_22:4,,C45H82NO8P,795.5778,(M-H)-,794.5705,-0.7,0.7,93.56,PE 40:4,4,PE 18:0/22:4,67.9
124,6.882,,,,911.5651,194233,-1,Negative,Phosphatidylinositol,PI 18:0_22:5,,C49H85O13P,912.5728,(M-H)-,911.5655,-0.5,0.5,97.12,PI 40:5,2,PI 18:0/22:5,56.1
125,12.740,,,,112.9857,192754,-1,Negative,,,,,113.9929,(M-H)-,,,,,,
126,2.263,,,,293.1791,190421,-1,Negative,,,,,294.1864,(M-H)-,,,,,,
127,5.922,,,,719.4863,190323,-1,Negative,Phosphatidylglycerol,PG 16:0_16:1,,C38H73O10P,720.4941,(M-H)-,719.4869,-0.7,0.7,83.16,PG 32:1,2,PG 16:0/16:1,60.6
128,5.105,,,,841.5019,189506,-1,Negative,Phosphatidylglycerol,PG 20:4_22:6,,C48H75O10P,842.5098,(M-H)-,841.5025,-0.8,0.8,78.33,PG 42:10,1,PG 20:4/22:6,100.0
129,10.573,,,,680.6193,187491,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d41:1,,C41H81NO3,635.6216,(M+CHO2)-,680.6198,-0.8,0.8,93.02,Cer_NS d41:1,2,,
130,8.533,,,,854.5911,184571,-1,Negative,Phosphatidylcholine,PC 18:0_20:4,,C46H84NO8P,809.5935,(M+CHO2)-,854.5917,-0.7,0.7,93.75,PC 38:4,1,PC 18:0/20:4,100.0
131,1.577,,,,421.1550,182219,-1,Negative,,,,,422.1623,(M-H)-,,,,,,
132,10.326,,,,664.5881,180018,-1,Negative,Ceramide non-hydroxyfatty acid-sphingosine,Cer_NS d16:1_24:1,,C40H77NO3,619.5903,(M+CHO2)-,664.5885,-0.7,0.7,92.53,Cer_NS d40:2,3,Cer_NS d16:1/24:1,44.6
133,9.297,,,,806.5910,178170,-1,Negative,Phosphatidylcholine,PC 16:0_18:0,,C42H84NO8P,761.5935,(M+CHO2)-,806.5917,-0.8,0.8,97.74,PC 34:0,2,PC 16:0/18:0,77.7
134,7.560,,,,828.5755,178162,-1,Negative,Phosphatidylcholine,PC 18:1_18:2,,C44H82NO8P,783.5778,(M+CHO2)-,828.5760,-0.6,0.6,96.85,PC 36:3,2,PC 18:1/18:2,74.9
135,10.099,,,,792.6140,177665,-1,Negative,Ether-linked phosphatidylcholine,EtherPC 18:0e_16:0,,C42H86NO7P,747.6142,(M+CHO2)-,792.6124,2.0,2.0,92.75,EtherPC 34:0e,2,EtherPC 18:0e/16:0,75.2
136,5.094,,,,805.4867,174857,-1,Negative,Phosphatidylinositol,PI 14:1_18:1,,C41H75O13P,806.4945,(M-H)-,805.4873,-0.7,0.7,97.94,PI 32:2,4,PI 14:1/18:1,40.0
137,7.510,,,,913.5807,174015,-1,Negative,Phosphatidylinositol,PI 18:0_22:4,,C49H87O13P,914.5884,(M-H)-,913.5812,-0.5,0.5,97.46,PI 40:4,1,PI 18:0/22:4,100.0
138,9.509,,,,726.5438,173980,-1,Negative,Ether-linked phosphatidylethanolamine,EtherPE 18:2e_18:1,,C41H78NO7P,727.5516,(M-H)-,726.5443,-0.7,0.7,96.46,EtherPE 36:3e,1,EtherPE 18:2e/18:1,100.0
139,3.132,,,,566.3459,173603,-1,Negative,Lysophophatidylcholine,LPC 18:1/0:0,,C26H52NO7P,521.3481,(M+CHO2)-,566.3463,-0.7,0.7,98.29,LPC 18:1,1,LPC 18:1,100.0
140,0.550,,,,146.9661,171517,-1,Negative,,,,,147.9733,(M-H)-,,,,,,
141,1.325,,,,207.1391,171014,-1,Negative,,,,,208.1464,(M-H)-,,,,,,
142,7.748,,,,828.5755,169441,-1,Negative,Phosphatidylcholine,PC 16:0_20:3,,C44H82NO8P,783.5778,(M+CHO2)-,828.5760,-0.6,0.6,97.35,PC 36:3,5,PC 16:0/20:3,48.6
143,6.709,,,,834.5286,169243,-1,Negative,,,,,835.5359,(M-H)-,,,,,,
144,7.333,,,,812.5442,169204,-1,Negative,Phosphatidylserine,PS 18:0_20:3,,C44H80NO10P,813.5520,(M-H)-,812.5447,-0.7,0.7,86.40,PS 38:3,3,PS 18:0/20:3,49.7
